invoice_id,invoice_date,paid_date,paid_days,is_paid,amount,currency,supplier_id,supplier_name,global_ultimate_id,global_ultimate_name,category_code,category_name,segment_code,segment_name,plant_id,plant_name,region,country,source_system_id,payment_term_code,payment_term_name,nominal_days
INV-000289,2025-09-08,2025-09-26,18,true,23383.11,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET15,Net 15,15
INV-000290,2025-10-24,2025-12-07,44,true,45236.34,USD,SUP-00069,Harbor Packaging Queretaro S.A.,GU-0016,Harbor Packaging Holdings,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,NET25,Net 25,25
INV-000291,2026-03-04,2026-04-06,33,true,1817166.07,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET21,Net 21,21
INV-000292,2025-08-09,2025-09-16,38,true,699644.57,USD,SUP-00011,Frontier Polymers Montreal Co.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_ECC,MP25,"Monthly, paid 25th",40
INV-000293,2025-11-28,2026-01-10,43,true,127692.59,USD,SUP-00004,Falcon Systems Chennai Co. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_ECC,NET45,Net 45,45
INV-000294,2026-05-16,2026-06-25,40,true,87017.5,USD,SUP-00050,Marlin Controls Osaka Pte. Ltd.,GU-0012,Marlin Controls Group,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-SNG,Singapore Hub,APAC,Singapore,FIELDGLASS,D1N10N30,1% 10 Net 30,30
INV-000295,2026-06-03,2026-07-07,34,true,252551.05,USD,SUP-00031,Vantage Technologies Milan S.p.A.,GU-0007,Vantage Technologies Inc.,39130000,Electrical hardware,39000000,Electrical Systems and Lighting and Components,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,NET30,Net 30,30
INV-000296,2026-03-11,2026-04-21,41,true,411084.98,USD,SUP-00023,Umbra Fasteners Detroit Corp.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,D15N10N30,1.5% 10 Net 30,30
INV-000297,2025-12-02,2025-12-15,13,true,182279.07,USD,SUP-00027,Orion Polymers Queretaro Ltda.,GU-0006,Orion Polymers Group,39120000,Electrical wire and cable,39000000,Electrical Systems and Lighting and Components,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET05,Net 5,5
INV-000298,2026-01-12,2026-01-22,10,true,480353.52,USD,SUP-00045,Zenith Bearings Queretaro Ltda.,GU-0010,Zenith Bearings Industries,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET04,Net 4,4
INV-000299,2026-06-11,2026-07-23,42,true,2254032.98,USD,SUP-00130,Pioneer Fluid Systems Monterrey Ltda.,GU-0032,Pioneer Fluid Systems Holdings,39120000,Electrical wire and cable,39000000,Electrical Systems and Lighting and Components,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,NET45,Net 45,45
INV-000300,2026-01-27,2026-02-24,28,true,167081.92,USD,SUP-00012,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,MP10,"Monthly, paid 10th",25
INV-000301,2026-01-09,2026-02-25,47,true,3157324.79,USD,SUP-00149,Talon Fabrication Eindhoven AG,GU-0036,Talon Fabrication Inc.,47130000,Cleaning supplies,47000000,Cleaning Equipment and Supplies,PLT-MAN,Manchester Plant,EMEA,United Kingdom,CONCUR,NET30,Net 30,30
INV-000302,2025-11-19,2025-12-21,32,true,915692.84,USD,SUP-00113,Northwind Fluid Systems Eindhoven S.p.A.,GU-0028,Northwind Fluid Systems International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-ROT,Rotterdam DC,EMEA,Netherlands,ARIBA,D1N10N30,1% 10 Net 30,30
INV-000303,2026-02-11,2026-02-23,12,true,77904.57,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET11,Net 11,11
INV-000304,2026-04-19,,,false,2145207.6,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,NET14,Net 14,14
INV-000305,2026-03-21,,,false,1550269.36,USD,SUP-00035,Sequoia Fasteners Manchester AG,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-CLT,Charlotte Plant,NAMER,United States,CONCUR,NET120,Net 120,120
INV-000306,2026-04-17,2026-05-27,40,true,295406.37,USD,SUP-00049,Marlin Controls Shenzhen Co. Ltd.,GU-0012,Marlin Controls Group,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-HOU,Houston Plant,NAMER,United States,ARIBA,NET30,Net 30,30
INV-000307,2026-06-04,2026-06-15,11,true,30356.98,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,D15N10N30,1.5% 10 Net 30,30
INV-000308,2026-04-30,2026-05-10,10,true,87579.31,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,CONCUR,D15N10N30,1.5% 10 Net 30,30
INV-000309,2026-05-31,2026-06-29,29,true,660385.28,USD,SUP-00072,Everest Bearing Works Campinas S.A. de C.V.,GU-0018,Everest Bearing Works Inc.,,,,,PLT-MTY,Monterrey Plant,LATAM,Mexico,ARIBA,EOM15,End of month + 15,30
INV-000310,2026-05-13,,,false,84709.48,USD,SUP-00005,Falcon Systems Singapore Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET45,Net 45,45
INV-000311,2026-05-12,,,false,25972.3,USD,SUP-00071,Redwood Controls Chennai Ltd.,GU-0017,Redwood Controls Inc.,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-CHN,Chennai Plant,APAC,India,ARIBA,NET100,Net 100,100
INV-000312,2025-09-27,2025-10-26,29,true,324310,USD,SUP-00191,Ridgeway Electricals Pune Pte. Ltd.,GU-0046,Ridgeway Electricals Industries,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET21,Net 21,21
INV-000313,2025-09-30,2025-12-03,64,true,1150053.44,USD,SUP-00132,Titan Industrial Supply Osaka Pte. Ltd.,GU-0033,Titan Industrial Supply International,80100000,Management consulting,80000000,Management and Business Professionals and Admin Services,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET60,Net 60,60
INV-000314,2025-10-01,2025-10-09,8,true,518900.77,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET05,Net 5,5
INV-000315,2026-02-23,2026-03-09,14,true,1422812.16,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-HOU,Houston Plant,NAMER,United States,SAP_S4HANA,NET14,Net 14,14
INV-000316,2025-10-16,2025-10-25,9,true,285501.55,USD,SUP-00071,Redwood Controls Chennai Ltd.,GU-0017,Redwood Controls Inc.,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET07,Net 7,7
INV-000317,2026-02-13,2026-03-16,31,true,242495.66,USD,SUP-00133,Titan Industrial Supply Singapore Ltd.,GU-0033,Titan Industrial Supply International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,D1N10N30,1% 10 Net 30,30
INV-000318,2025-10-21,2025-11-21,31,true,53491.05,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,NET30,Net 30,30
INV-000319,2026-06-20,,,false,224789.24,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET05,Net 5,5
INV-000320,2025-09-26,2025-12-28,93,true,259269.73,USD,SUP-00015,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET75,Net 75,75
INV-000321,2025-12-15,2026-01-06,22,true,292569.75,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-SHA,Shanghai Plant,APAC,China,ARIBA,NET14,Net 14,14
INV-000322,2026-06-22,,,false,544671.25,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,ADV5050,50% advance / 50% Net 30,30
INV-000323,2026-03-03,2026-04-17,45,true,272187.53,USD,SUP-00006,Falcon Systems Nagoya Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-000324,2026-02-23,2026-04-20,56,true,1099181.66,USD,SUP-00028,Orion Polymers Sao Paulo Ltda.,GU-0006,Orion Polymers Group,43210000,Computer equipment,43000000,Information Technology Broadcasting and Telecommunications,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,D2N15N45,2% 15 Net 45,45
INV-000325,2025-07-29,2025-08-26,28,true,457589.88,USD,SUP-00046,Zenith Bearings Queretaro S.A. de C.V.,GU-0010,Zenith Bearings Industries,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,NET13,Net 13,13
INV-000326,2026-06-29,,,false,335353.29,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,MP10,"Monthly, paid 10th",25
INV-000327,2026-03-15,,,false,1186350.47,USD,SUP-00039,Sequoia Fasteners Lille Ltd.,GU-0008,Sequoia Fasteners Holdings,43230000,Software licenses,43000000,Information Technology Broadcasting and Telecommunications,PLT-ROT,Rotterdam DC,EMEA,Netherlands,SAP_S4HANA,NET120,Net 120,120
INV-000328,2026-02-17,2026-04-04,46,true,562311.96,USD,SUP-00023,Umbra Fasteners Detroit Corp.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-ROT,Rotterdam DC,EMEA,Netherlands,SAP_S4HANA,MP10,"Monthly, paid 10th",25
INV-000329,2025-09-23,2025-09-29,6,true,49942.45,USD,SUP-00115,Northwind Fluid Systems Turin B.V.,GU-0028,Northwind Fluid Systems International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET11,Net 11,11
INV-000330,2025-10-05,2025-10-19,14,true,530584.33,USD,SUP-00024,Apex Supply Co Lyon AG,GU-0005,Apex Supply Co Global,31350000,Machined castings,31000000,Manufacturing Components and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET14,Net 14,14
INV-000331,2025-10-25,2025-12-16,52,true,71789.13,USD,SUP-00046,Zenith Bearings Queretaro S.A. de C.V.,GU-0010,Zenith Bearings Industries,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET40,Net 40,40
INV-000332,2026-06-28,,,false,965108.74,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_S4HANA,D15N10N30,1.5% 10 Net 30,30
INV-000333,2025-12-10,2026-01-26,47,true,4292.66,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,NET45,Net 45,45
INV-000334,2026-05-28,,,false,688470.25,USD,SUP-00065,Yellowstone Solutions Monterrey Ltda.,GU-0015,Yellowstone Solutions Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,FIELDGLASS,,,
INV-000335,2026-06-13,2026-07-15,32,true,389040.47,USD,SUP-00186,Monarch Electricals Bengaluru Pte. Ltd.,GU-0045,Monarch Electricals Inc.,31170000,Bearings and bushings,31000000,Manufacturing Components and Supplies,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET30,Net 30,30
INV-000336,2025-11-20,2025-12-20,30,true,166522.4,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET21,Net 21,21
INV-000337,2026-02-04,2026-04-07,62,true,234294.37,USD,SUP-00023,Umbra Fasteners Detroit Corp.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,NET60,Net 60,60
INV-000338,2025-09-22,2025-09-24,2,true,110717.42,USD,SUP-00180,Northwind Electricals Sao Paulo Ltda.,GU-0044,Northwind Electricals International,39130000,Electrical hardware,39000000,Electrical Systems and Lighting and Components,PLT-MTY,Monterrey Plant,LATAM,Mexico,SAP_S4HANA,CIA,Cash in advance,0
INV-000339,2026-01-26,2026-02-18,23,true,480628.72,USD,SUP-00023,Umbra Fasteners Detroit Corp.,GU-0004,Umbra Fasteners International,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET08,Net 8,8
INV-000340,2026-04-26,,,false,152868.27,USD,SUP-00026,Orion Polymers Monterrey S.A. de C.V.,GU-0006,Orion Polymers Group,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET180,Net 180,180
INV-000341,2026-06-18,2026-06-27,9,true,247563.83,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-000342,2026-01-08,2026-01-19,11,true,199607.35,USD,SUP-00010,Frontier Polymers Charlotte LLC,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-LYO,Lyon Plant,EMEA,France,SAP_S4HANA,D2N10N30,2% 10 Net 30,30
INV-000343,2025-12-30,2026-02-17,49,true,60075.87,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET45,Net 45,45
INV-000344,2026-06-16,,,false,927266.89,USD,SUP-00060,Sequoia Fluid Systems Monterrey Ltda.,GU-0014,Sequoia Fluid Systems Global,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-SNG,Singapore Hub,APAC,Singapore,SAP_S4HANA,NET45,Net 45,45
INV-000345,2025-10-20,2025-12-07,48,true,85142.9,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-CHN,Chennai Plant,APAC,India,ARIBA,NET45,Net 45,45
INV-000346,2025-07-09,2025-08-13,35,true,394688.07,USD,SUP-00033,Vantage Technologies Turin AG,GU-0007,Vantage Technologies Inc.,39130000,Electrical hardware,39000000,Electrical Systems and Lighting and Components,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_ECC,EOM15,End of month + 15,30
INV-000347,2025-09-11,2025-10-22,41,true,864317.18,USD,SUP-00058,Sequoia Fluid Systems Campinas Ltda.,GU-0014,Sequoia Fluid Systems Global,40170000,Compressors and blowers,40000000,Distribution and Conditioning Systems and Equipment,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,CONCUR,NET45,Net 45,45
INV-000348,2026-03-20,2026-04-18,29,true,259656.43,USD,SUP-00013,Orion Supply Co Osaka Pvt. Ltd.,GU-0003,Orion Supply Co International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET08,Net 8,8
INV-000349,2025-09-13,2025-10-31,48,true,653806.99,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-000350,2025-10-07,2025-11-09,33,true,390653.46,USD,SUP-00049,Marlin Controls Shenzhen Co. Ltd.,GU-0012,Marlin Controls Group,72100000,Facility maintenance,72000000,Building and Facility Maintenance Services,PLT-HOU,Houston Plant,NAMER,United States,CONCUR,D1N10N30,1% 10 Net 30,30
INV-000351,2026-03-11,2026-05-23,73,true,3750102.28,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET60,Net 60,60
INV-000352,2025-10-24,2025-11-07,14,true,217050.68,USD,SUP-00007,Frontier Polymers Charlotte Inc.,GU-0002,Frontier Polymers Global,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-LYO,Lyon Plant,EMEA,France,ARIBA,NET11,Net 11,11
INV-000353,2025-08-13,2025-09-04,22,true,60937.99,USD,SUP-00021,Umbra Fasteners Montreal Co.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-HOU,Houston Plant,NAMER,United States,CONCUR,NET04,Net 4,4
INV-000354,2026-02-03,2026-03-10,35,true,664230.57,USD,SUP-00052,Apex Chemicals Sao Paulo S.A.,GU-0013,Apex Chemicals Corporation,27140000,Hydraulic machinery,27000000,Tools and General Machinery,PLT-PUN,Pune Plant,APAC,India,ARIBA,NET35,Net 35,35
INV-000355,2025-09-01,2026-01-01,122,true,123957.35,USD,SUP-00038,Sequoia Fasteners Leeds Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-MAN,Manchester Plant,EMEA,United Kingdom,CONCUR,NET120,Net 120,120
INV-000356,2025-09-17,2025-09-22,5,true,73714.62,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,NET05,Net 5,5
INV-000357,2026-04-06,2026-05-11,35,true,54358.16,USD,SUP-00021,Umbra Fasteners Montreal Co.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-CLT,Charlotte Plant,NAMER,United States,SAP_S4HANA,NET25,Net 25,25
INV-000358,2026-01-16,2026-03-02,45,true,184538.33,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET45,Net 45,45
INV-000359,2025-12-28,2026-01-07,10,true,370192.78,USD,SUP-00020,Umbra Fasteners Houston Corp.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-TOR,Toronto Plant,NAMER,Canada,SAP_ECC,NET02,Net 2,2
INV-000360,2025-12-30,2026-01-16,17,true,159987.79,USD,SUP-00003,Falcon Systems Osaka Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET15,Net 15,15
INV-000361,2026-02-02,2026-04-09,66,true,1181242.51,USD,SUP-00044,Zenith Bearings Queretaro S.A. de C.V.,GU-0010,Zenith Bearings Industries,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_ECC,,,
INV-000362,2025-10-14,2025-10-31,17,true,188063.83,USD,SUP-00027,Orion Polymers Queretaro Ltda.,GU-0006,Orion Polymers Group,31200000,Adhesives and sealants,31000000,Manufacturing Components and Supplies,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,SAP_S4HANA,NET05,Net 5,5
INV-000363,2026-04-20,2026-06-03,44,true,602778.34,USD,SUP-00016,Orion Supply Co Nagoya Pvt. Ltd.,GU-0003,Orion Supply Co International,43190000,Communications devices,43000000,Information Technology Broadcasting and Telecommunications,PLT-PUN,Pune Plant,APAC,India,SAP_S4HANA,NET21,Net 21,21
INV-000364,2025-08-09,2025-09-07,29,true,1343221.36,USD,SUP-00086,Anchor Manufacturing Shanghai Co. Ltd.,GU-0022,Anchor Manufacturing Global,80100000,Management consulting,80000000,Management and Business Professionals and Admin Services,PLT-PUN,Pune Plant,APAC,India,FIELDGLASS,D15N10N30,1.5% 10 Net 30,30
INV-000365,2025-10-04,2025-12-22,79,true,361081.56,USD,SUP-00017,Orion Supply Co Chennai Co. Ltd.,GU-0003,Orion Supply Co International,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-SHA,Shanghai Plant,APAC,China,SAP_ECC,EOM45,EOM Net 45,60
INV-000366,2025-09-16,2025-10-22,36,true,1256950.68,USD,SUP-00151,Talon Fabrication Lille S.A.,GU-0036,Talon Fabrication Inc.,47130000,Cleaning supplies,47000000,Cleaning Equipment and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,FIELDGLASS,NET30,Net 30,30
INV-000367,2025-08-28,2026-01-01,126,true,658064.19,USD,SUP-00038,Sequoia Fasteners Leeds Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,NET120,Net 120,120
INV-000368,2026-05-26,2026-05-27,1,true,590140.04,USD,SUP-00124,Monarch Energy Singapore Pte. Ltd.,GU-0030,Monarch Energy International,25170000,Vehicle components and accessories,25000000,Commercial and Private Vehicles and Components,PLT-CHN,Chennai Plant,APAC,India,ARIBA,NET15,Net 15,15
INV-000369,2026-04-19,2026-05-18,29,true,763303.4,USD,SUP-00120,Bluepeak Services Chennai Co. Ltd.,GU-0029,Bluepeak Services Holdings,25100000,Motor vehicles,25000000,Commercial and Private Vehicles and Components,PLT-SHA,Shanghai Plant,APAC,China,FIELDGLASS,NET25,Net 25,25
INV-000370,2025-10-29,2025-12-16,48,true,516149.77,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-STU,Stuttgart Plant,EMEA,Germany,SAP_S4HANA,NET45,Net 45,45
INV-000371,2025-11-04,2025-12-25,51,true,1562999.66,USD,SUP-00094,Copperfield Fabrication Bengaluru Pte. Ltd.,GU-0024,Copperfield Fabrication Holdings,72150000,Building repair services,72000000,Building and Facility Maintenance Services,PLT-CHN,Chennai Plant,APAC,India,SAP_S4HANA,NET30,Net 30,30
INV-000372,2026-06-09,2026-07-08,29,true,132684.04,USD,SUP-00171,Kestrel Instruments Detroit Corp.,GU-0042,Kestrel Instruments Industries,,,,,PLT-TOR,Toronto Plant,NAMER,Canada,ARIBA,NET21,Net 21,21
INV-000373,2025-12-02,2026-01-17,46,true,103518.44,USD,SUP-00002,Falcon Systems Bengaluru Pte. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-MTY,Monterrey Plant,LATAM,Mexico,FIELDGLASS,,,
INV-000374,2026-01-28,2026-06-01,124,true,957719.65,USD,SUP-00038,Sequoia Fasteners Leeds Ltd.,GU-0008,Sequoia Fasteners Holdings,90120000,Travel services,90000000,Travel and Food and Lodging and Entertainment Services,PLT-HOU,Houston Plant,NAMER,United States,CONCUR,NET120,Net 120,120
INV-000375,2026-05-19,,,false,142477.33,USD,SUP-00001,Falcon Systems Osaka Pvt. Ltd.,GU-0001,Falcon Systems Industries,44100000,Office machines,44000000,Office Equipment and Accessories and Supplies,PLT-SHA,Shanghai Plant,APAC,China,SAP_S4HANA,NET45,Net 45,45
INV-000376,2025-09-05,2025-09-17,12,true,2489509.12,USD,SUP-00011,Frontier Polymers Montreal Co.,GU-0002,Frontier Polymers Global,31160000,Hardware and fasteners,31000000,Manufacturing Components and Supplies,PLT-LYO,Lyon Plant,EMEA,France,SAP_S4HANA,NET10,Net 10,10
INV-000377,2026-01-18,2026-03-28,69,true,462177.95,USD,SUP-00020,Umbra Fasteners Houston Corp.,GU-0004,Umbra Fasteners International,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,PLT-DET,Detroit Plant,NAMER,United States,SAP_ECC,MILESTONE,Milestone based,45
INV-000378,2026-01-05,,,false,153439.04,USD,SUP-00126,Monarch Energy Pune Co. Ltd.,GU-0030,Monarch Energy International,25170000,Vehicle components and accessories,25000000,Commercial and Private Vehicles and Components,PLT-PUN,Pune Plant,APAC,India,SAP_ECC,NET15,Net 15,15
INV-000379,2025-11-14,2025-11-21,7,true,249078.11,USD,SUP-00065,Yellowstone Solutions Monterrey Ltda.,GU-0015,Yellowstone Solutions Global,40160000,HVAC equipment,40000000,Distribution and Conditioning Systems and Equipment,PLT-SAO,Sao Paulo Plant,LATAM,Brazil,ARIBA,WEEKLY,Weekly settlement,7
